Time generated,Source,Destination,Protocol,Port,Action,DeviceVendor,EventID,Team
27-04-2024 01:41:11,10.10.12.231,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
16-08-2024 05:09:08,172.16.10.69,10.100.12.10,TCP,3306,Allowed,10.0.60.1,Access over MYSQL,PowerBI team
01-01-2025 08:24:59,192.168.10.151,10.100.11.11,TCP,80,Allowed,10.0.60.1,Access over HTTP,Testing Team
21-09-2024 12:10:09,192.168.10.195,10.100.12.10,TCP,3389,Allowed,10.0.60.1,Access over RDP,QA Team
08-05-2024 03:42:35,192.168.10.64,10.100.11.11,TCP,80,Allowed,10.0.60.1,Access over HTTP,Developers Team
09-03-2024 13:17:43,172.16.10.92,10.100.12.10,TCP,1433,Allowed,10.0.60.1,Access over SQLSERVER,PowerBI team
16-06-2024 17:29:46,10.10.11.86,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team B
05-07-2024 21:07:31,192.168.10.54,10.100.11.12,TCP,3389,Allowed,10.0.60.1,Access over RDP,Developers Team
13-03-2024 02:56:16,172.16.10.79,10.100.12.10,TCP,3306,Allowed,10.0.60.1,Access over MYSQL,PowerBI team
28-02-2024 09:12:10,192.168.10.193,10.100.12.10,TCP,3389,Allowed,10.0.60.1,Access over RDP,QA Team
20-08-2024 12:02:46,192.168.10.177,10.100.12.10,TCP,1433,Allowed,10.0.60.1,Access over SQLSERVER,Testing Team
30-08-2024 09:01:02,192.168.10.184,10.100.11.11,TCP,3389,Allowed,10.0.60.1,Access over RDP,QA Team
19-10-2024 19:34:01,192.168.10.191,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,QA Team
05-10-2024 11:07:59,10.10.11.141,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team B
08-05-2024 21:21:20,10.10.10.81,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team A
30-03-2024 05:48:02,172.16.10.58,10.100.12.10,TCP,1433,Allowed,10.0.60.1,Access over SQLSERVER,PowerBI team
11-03-2024 18:58:08,192.168.10.200,10.100.12.10,TCP,3389,Allowed,10.0.60.1,Access over RDP,QA Team
23-10-2024 09:25:25,192.168.10.186,10.100.12.10,TCP,3389,Allowed,10.0.60.1,Access over RDP,QA Team
28-03-2024 08:55:59,10.10.11.127,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team B
28-11-2024 16:08:29,172.16.10.62,10.100.12.10,TCP,1433,Allowed,10.0.60.1,Access over SQLSERVER,PowerBI team
16-02-2024 08:37:14,192.168.10.169,10.100.12.10,TCP,3389,Allowed,10.0.60.1,Access over RDP,Testing Team
28-03-2024 07:26:12,10.10.10.236,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team A
23-11-2024 01:07:02,192.168.10.171,10.100.12.10,TCP,3306,Allowed,10.0.60.1,Access over MYSQL,Testing Team
24-10-2024 02:26:51,10.10.10.243,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team A
20-06-2024 05:02:41,10.10.11.138,10.100.11.12,TCP,443,Disallowed,10.0.60.1,Access over HTTPS,Team B
23-10-2024 17:01:27,172.16.10.54,10.100.12.10,TCP,1433,Allowed,10.0.60.1,Access over SQLSERVER,PowerBI team
06-09-2024 17:12:06,192.168.10.186,10.100.11.12,TCP,22,Allowed,10.0.60.1,Access over SFTP,QA Team
12-05-2024 00:19:24,192.168.10.69,10.100.11.13,TCP,3389,Allowed,10.0.60.1,Access over RDP,Developers Team
07-07-2024 20:38:25,10.10.12.68,10.100.11.13,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
17-11-2024 05:44:01,172.16.10.69,10.100.12.10,TCP,2383,Allowed,10.0.60.1,Access over SSAS,PowerBI team
04-12-2024 19:52:52,10.10.10.253,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team A
04-05-2024 03:33:23,10.10.11.233,10.100.11.11,TCP,443,Disallowed,10.0.60.1,Access over HTTPS,Team B
20-12-2024 00:14:41,192.168.10.86,10.100.12.10,TCP,3389,Allowed,10.0.60.1,Access over RDP,Developers Team
22-04-2024 19:38:56,10.10.12.59,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
22-05-2024 20:51:48,192.168.10.158,10.100.12.10,TCP,3389,Allowed,10.0.60.1,Access over RDP,Testing Team
12-09-2024 22:54:59,192.168.10.93,10.100.11.11,TCP,80,Allowed,10.0.60.1,Access over HTTP,Developers Team
20-03-2024 08:29:30,172.16.10.94,10.100.12.10,TCP,3306,Allowed,10.0.60.1,Access over MYSQL,PowerBI team
09-06-2024 11:26:53,192.168.10.71,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Developers Team
07-12-2024 01:25:55,192.168.10.198,10.100.12.10,TCP,3306,Allowed,10.0.60.1,Access over MYSQL,QA Team
09-01-2025 10:16:08,10.10.11.245,10.100.11.13,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team B
22-03-2024 06:50:53,10.10.12.191,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
16-05-2024 23:14:30,192.168.10.76,10.100.11.12,TCP,80,Allowed,10.0.60.1,Access over HTTP,Developers Team
25-02-2024 19:12:05,10.10.11.218,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team B
12-09-2024 03:46:51,172.16.10.84,10.100.12.10,TCP,1433,Allowed,10.0.60.1,Access over SQLSERVER,PowerBI team
11-12-2024 04:30:49,192.168.10.190,10.100.11.13,TCP,22,Allowed,10.0.60.1,Access over SFTP,QA Team
14-04-2024 04:11:23,192.168.10.167,10.100.12.10,TCP,3389,Allowed,10.0.60.1,Access over RDP,Testing Team
23-10-2024 14:23:23,192.168.10.182,10.100.11.13,TCP,443,Allowed,10.0.60.1,Access over HTTPS,QA Team
10-11-2024 17:57:31,192.168.10.94,10.100.11.12,TCP,3389,Allowed,10.0.60.1,Access over RDP,Developers Team
11-06-2024 18:21:44,10.10.12.70,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
27-06-2024 16:55:25,10.10.10.174,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team A
11-08-2024 16:14:00,192.168.10.190,10.100.12.10,TCP,22,Allowed,10.0.60.1,Access over SFTP,QA Team
16-10-2024 18:31:55,10.10.12.189,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
21-03-2024 13:30:03,172.16.10.55,10.100.12.10,TCP,3306,Allowed,10.0.60.1,Access over MYSQL,PowerBI team
16-12-2024 02:33:39,10.10.10.60,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team A
09-02-2024 18:53:50,10.10.12.180,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
28-06-2024 16:59:22,192.168.10.173,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Testing Team
05-03-2024 10:09:51,192.168.10.56,10.100.12.10,TCP,3306,Allowed,10.0.60.1,Access over MYSQL,Developers Team
16-06-2024 19:01:46,192.168.10.93,10.100.12.10,TCP,1433,Allowed,10.0.60.1,Access over SQLSERVER,Developers Team
11-11-2024 14:13:15,10.10.10.72,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team A
01-03-2024 10:34:55,192.168.10.81,10.100.11.11,TCP,22,Allowed,10.0.60.1,Access over SFTP,Developers Team
08-10-2024 13:31:33,10.10.10.197,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team A
24-07-2024 05:22:48,192.168.10.66,10.100.11.13,TCP,80,Allowed,10.0.60.1,Access over HTTP,Developers Team
24-02-2024 06:26:30,10.10.12.94,10.100.11.13,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
14-03-2024 17:31:53,10.10.12.68,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
05-03-2024 06:49:23,10.10.12.162,10.100.11.13,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
25-07-2024 15:00:34,192.168.10.165,10.100.12.10,TCP,3306,Allowed,10.0.60.1,Access over MYSQL,Testing Team
08-03-2024 03:57:25,10.10.11.183,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team B
15-07-2024 00:17:29,192.168.10.185,10.100.11.11,TCP,3389,Allowed,10.0.60.1,Access over RDP,QA Team
18-08-2024 18:27:47,192.168.10.198,10.100.11.12,TCP,3389,Allowed,10.0.60.1,Access over RDP,QA Team
25-06-2024 02:00:15,10.10.12.90,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
01-08-2024 09:19:15,192.168.10.64,10.100.11.12,TCP,3389,Allowed,10.0.60.1,Access over RDP,Developers Team
20-01-2025 04:32:52,10.10.11.119,10.100.11.13,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team B
14-02-2024 13:58:38,10.10.12.183,10.100.11.13,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
23-05-2024 19:08:46,192.168.10.61,10.100.12.10,TCP,3389,Allowed,10.0.60.1,Access over RDP,Developers Team
17-02-2024 10:32:23,192.168.10.192,10.100.12.10,TCP,3306,Allowed,10.0.60.1,Access over MYSQL,QA Team
19-09-2024 07:21:27,10.10.12.165,10.100.11.13,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
29-07-2024 00:47:31,10.10.12.64,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
29-12-2024 04:03:23,192.168.10.178,10.100.11.13,TCP,3389,Allowed,10.0.60.1,Access over RDP,Testing Team
06-10-2024 10:25:26,10.10.10.210,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team A
14-04-2024 05:38:30,10.10.11.117,10.100.11.13,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team B
05-03-2024 13:18:38,172.16.10.64,10.100.12.10,TCP,1433,Allowed,10.0.60.1,Access over SQLSERVER,PowerBI team
11-07-2024 21:47:49,10.10.12.133,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
16-10-2024 11:48:36,10.10.11.241,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team B
21-01-2025 00:08:56,192.168.10.184,10.100.12.10,TCP,1433,Allowed,10.0.60.1,Access over SQLSERVER,QA Team
09-05-2024 07:14:16,10.10.12.244,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
07-09-2024 05:02:09,10.10.10.178,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team A
15-12-2024 21:22:26,10.10.11.84,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team B
29-11-2024 05:52:28,172.16.10.92,10.100.12.10,TCP,2383,Allowed,10.0.60.1,Access over SSAS,PowerBI team
13-09-2024 12:19:02,10.10.12.103,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
08-12-2024 09:21:03,10.10.10.141,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team A
14-12-2024 19:09:36,10.10.11.86,10.100.11.13,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team B
15-09-2024 01:04:30,10.10.10.238,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team A
01-12-2024 15:59:03,192.168.10.99,10.100.12.10,TCP,3389,Allowed,10.0.60.1,Access over RDP,Developers Team
29-10-2024 22:44:26,10.10.12.120,10.100.11.13,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
02-08-2024 13:08:01,192.168.10.183,10.100.11.12,TCP,3389,Allowed,10.0.60.1,Access over RDP,QA Team
06-10-2024 11:07:33,192.168.10.188,10.100.12.10,TCP,3306,Allowed,10.0.60.1,Access over MYSQL,QA Team
02-12-2024 23:15:29,10.10.11.184,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team B
05-02-2024 00:56:39,10.10.10.108,10.100.11.13,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team A
06-07-2024 06:40:59,192.168.10.173,10.100.11.11,TCP,80,Allowed,10.0.60.1,Access over HTTP,Testing Team
12-08-2024 08:12:55,192.168.10.164,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Testing Team
17-10-2024 08:34:08,172.16.10.56,10.100.12.10,TCP,2383,Allowed,10.0.60.1,Access over SSAS,PowerBI team
11-10-2024 22:16:31,10.10.11.167,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team B
11-07-2024 19:18:41,192.168.10.53,10.100.12.10,TCP,22,Allowed,10.0.60.1,Access over SFTP,Developers Team
30-08-2024 00:39:58,192.168.10.199,10.100.11.11,TCP,80,Allowed,10.0.60.1,Access over HTTP,QA Team
20-04-2024 10:04:46,10.10.12.215,10.100.11.13,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
07-03-2024 11:29:47,10.10.12.154,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team C
11-11-2024 04:49:25,192.168.10.55,10.100.11.12,TCP,80,Allowed,10.0.60.1,Access over HTTP,Developers Team
09-04-2024 21:52:15,10.10.11.224,10.100.11.12,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team B
16-11-2024 02:19:48,192.168.10.155,10.100.12.10,TCP,22,Allowed,10.0.60.1,Access over SFTP,Testing Team
13-11-2024 02:24:26,10.10.10.87,10.100.11.13,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team A
10-11-2024 20:28:41,10.10.11.59,10.100.11.11,TCP,443,Allowed,10.0.60.1,Access over HTTPS,Team B
07-01-2025 05:03:57,192.168.10.83,10.100.12.10,TCP,1433,Allowed,10.0.60.1,Access over SQLSERVER,Developers Team
